14,-30
31,-13
107,-13
125,-31
125,-51
106,-51
106,-31
32,-31
32,-106
67,-106
67,-78
53,-78
53,-59
85,-59
85,-106
106,-106
106,-86
125,-86
125,-107
108,-124
85,-124
85,-152
146,-152
146,-60
177,-60
177,-78
164,-78
164,-153
147,-170
84,-170
67,-153
67,-124
31,-124
14,-107
